BDD;ARK;ISNI;Label_categ;Prenoms;Nom;Sexe;RoleName;GenName;Surnoms;Annee_naissance;ID_Ville_naissance;Ville_naissance;Annee_mort;ID_Ville_mort;Ville_mort;Portraits;Confession;Formation;Professions;Oeuvre;Milieux_reseaux;Contacts_artistes;Fortune_critique;Publications;Citations;Bibliographie;Webographie;Notes;Commentaires
PERS0146;ark:/12148/cb15050243q;;LIBR;Jean;Tholosan;;;;;15..;;;1627;;;;;;"Autre(s) graphie(s) : Tholosanus ; Tholousan ; Tholozan. - Imprimeur-libraire ; à Aix-en-Provence, imprimeur (ordinaire) du Roi (1597), de la ville (et du clergé). - Imprimeur en activité à Lyon entre 1593 et 1596, il s'établit en 1597 à Aix-en-Provence. Décédé à l'automne 1627";;;;;;;;;;
PERS0455;ark:/12148/cb107406941;;AUT;Paul;Thomas;;;;;16..;3037598;Angoulême (Charente);1663;;;;;;Homme de lettres. - Sieur de Saint-Simon et de Girac. - Conseiller au présidial d'Angoulême. - Fils de Paul Thomas, sieur des Maisonnettes, et petit-neveu de Paul Thomas (1560-1636), sieur de Jarnac;;;;;;;;;;
PERS0109;ark:/12148/cb14550886c;0000000000339881;EDIT;Jacques;Tigeou;;;;;15..;;;15..;;;;;;A aussi traduit du latin en français;;;;;;;;;;
PERS0468;ark:/12148/cb11886799m;0000000122834055;AUT;;Tite-Live;;;;;-59?;;;0017;;;;;;Historien romain;;;;;;;;;;
PERS0071;ark:/12148/cb14542537m;0000000121453664;LIBR;Jean de;Tournes;;;;;1593;;;1669;;;;;;"Imprimeur-libraire. - Fils de l'imprimeur-libraire Jean II de Tournes. Gendre de Samuel Crespin. En 1619, il vend sa maison de Lyon, rue Raisin, aux Deux Vipères, à l'imprimeur-libraire Guichard I Julliéron. Se serait retiré dès 1653 ; à partir de cette date ses fils Jean Antoine et Samuel I de Tournes publient des catalogues de son fonds";;;;;;;;;;
PERS0463;ark:/12148/cb12365978t;0000000110791721;LIBR;Jean Antoine de;Tournes;;;;;1624;;;1682;;;;;;"Imprimeur-libraire ; imprimeur de la République et de l'Académie. - Fils de Jean III de Tournes. - Travaille en association avec son frère Samuel I de Tournes";;;;;;;;;;
PERS0464;ark:/12148/cb12365977g;000000010900708X;LIBR;Samuel de;Tournes;;;;;1628;;;1695;;;;;;"Imprimeur-libraire ; imprimeur de la République et de l'Académie. - Fils de Jean III de Tournes. - Travaille en association avec son frère Jean Antoine de Tournes jusqu'en 1673 environ";;;;;;;;;;
PERS0470;ark:/12148/cb121459244;0000000121034048;LIBR;Jean de;Tournes;;;;;1504;;;1564/09/07;;;;;;"Autre(s) graphie(s) : Tornesius. - Variante(s) de prénom : Giovanni ; Hans ; Jan. - Imprimeur-libraire ; imprimeur du Roi (1558) ; également auteur, éditeur intellectuel et préfacier de nombreux ouvrages sortis de ses presses. - Fils d'un orfèvre. Aurait fait son apprentissage à Lyon chez Gaspard et Melchior Trechsel. Travaille ensuite comme compositeur chez Sébastien Gryphius une dizaine d'années avant de s'établir à son compte. Se convertit au protestantisme vers 1545, mais demeure prudent. Meurt de la peste. Son fils Jean II de Tournes lui succède|Travaille en association avec son gendre Guillaume Gazeau de 1547 à 1563";;;;;;;;;;
PERS0431;ark:/12148/cb16754187c;;LIBR;Toussaint de;Gouy;;;;;15..;;;16..;;;;;;"Variante(s) de prénom : Toussaincts. - Exerce la librairie à Paris en 1621-1622. Établi à La Rochelle dès 1631 ; il y achète le 12 fév. 1631 une boutique à Pierre Legrand, libraire à Marennes, et il s'y marie le 5 mai suivant. Son fils, Toussaint II Degouy, lui succède en 1664";;;;;;;;;;
PERS0398;ark:/12148/cb130104090;0000000081087988;AUT;Raphaël;Trichet du Fresne;;;;;1611/04/27;3031582;Bordeaux;1661/06/04;2988507;Paris;;;;A écrit aussi en italien;;;;;;;;;;
PERS0284;ark:/12148/cb11910225z;0000000120310178;AUT;;Tristan L'Hermite;;;;;1601;;;1655/09/07;2988507;Paris;;;;Homme de lettres. - Membre de l'Académie française (élu en 1648);;;;;;;;;;
PERS0297;ark:/12148/cb129315901;0000000000063424;IMPR;Olivier de;Varennes;;;;;15..;;;1623/08/19;;;;;;"Variante(s) de prénom : Olivarius. - Libraire. - Fils du relieur et doreur parisien Michel de Varennes. Déjà qualifié de libraire en août 1591, il n'acquitte la taxe d'ouverture de boutique qu'en 1594-1596. Loue aux libraires Sonnius leur maison de la rue Saint-Jacques, à l'Écu de Bâle, à condition de ne pouvoir ""se servir de l'enseigne"" (contrat du 26 nov. 1594). Beau-frère (1591) du libraire-relieur Simon de Sommaville. Gendre (1598) du libraire de Paris et d'Anvers Gilles Beys. Père du libraire Olivier II de Varennes (1598-1666). Sépulture paroisse Saint-Benoît de Paris le 20 août 1623";;;;;;;;;;
PERS0392;ark:/12148/cb119277288;0000000121309590;AUT;Giorgio;Vasari;;;;;1511/07/30;3182884;Arezzo, Italie;1574/06/27;3176959;Florence, Italie;;;;Peintre, architecte, collectionneur, écrivain d'art. - Oncle de Giorgio Vasari (1562-1625);;;;;;;;;;
PERS0081;ark:/12148/cb10637021g;0000000078527866;AUT;Antoine;Vatier;;;;;1591/05/19;;Diocèse de Séez (Orne);1659/10/13;2988507;Paris (France);;;;Jésuite. - Professeur de belles lettres, de mathématiques, de philosophie et de théologie;;;;;;;;;;
PERS0352;ark:/12148/cb123479379;0000000110614987;AUT;Jean;Vauquelin de La Fresnaye;;;;;1536;3009265;Fresnaye-au-Sauvage (?), France;1607;3029241;Caen, France;;;;Poète;;;;;;;;;;
PERS0174;ark:/12148/cb150202344;0000000079701627;AUT;Charles;Vialart de Saint-Paul;;évêque d'Avranches;;;1592;;;1644/09/15;;;;;;A aussi écrit en latin;;;;;;;;;;
PERS0197;ark:/12148/cb126305114;0000000355183732;AUT;Jean Pèlerin, dit;Viator;;;;;1445?;;;1524?;;;;;;A écrit aussi en français;;;;;;;;;;
PERS0206;;;LIBR;Guillaume;Vidal;;;;;;;;;;;;;;;;;;;;;;;;
PERS0230;ark:/12148/cb11928282x;0000000121244539;AUT;Blaise de;Vigenère;;;;;1523/04/05;2977365;Saint-Pourçain (Allier);1596/02/19;2988507;Paris;;;;Traduisit du latin en français;;;;;;;;;;
PERS0140;ark:/12148/cb12645108j;0000000080761782;AUT;Jacques de;Villamont;;;;;1558;;;1628?;;;;;;A aussi traduit de l'italien en français;;;;;;;;;;
PERS0440;ark:/12148/cb10402735x;;AUT;Laurens de;Ville;;;;;;;;;;;;;;;;;;;;;;;;
PERS0142;ark:/12148/cb13611719d;0000000005737969;AUT;Philippe de;Villers;;;;;1636/01/29;;;1689/03/11;;;;;;Député au Conseil d'État des Provinces-Unies;;;;;;;;;;
PERS0121;ark:/12148/cb125612757;0000000123207897;LIBR;Jacques;Villery;;;;;159.?;;;1677?;;;;;;"Autre(s) graphie(s) : Villery, Jacques de. - Libraire ; libraire juré [de l'université de Paris]. - En apprentissage chez le libraire parisien Thomas Blaise à partir de mai 1606. Reçu maître en 1623, il semble exercer dès avant 1618. Son fils Jacques II Villery lui succède à sa dernière adresse (rue de la Vieille-Bouclerie, à l'Étoile)";;;;;;;;;;
PERS0397;ark:/12148/cb11912491s;0000000012124423;AUT;Léonard de;Vinci;;;;;1452/04/15;3164074;Anchiano (près de Vinci) (Italie);1519/05/02;3037902;Amboise (Indre-et-Loire);;;;Peintre, sculpteur, architecte. - Théoricien de l'art. - Chercheur scientifique;;;;;;;;;;
PERS0340;ark:/12148/cb11928501x;0000000120310194;EDIT;Emmanuel Louis Nicolas;Viollet-le-Duc;;;;;1781;2988507;Paris;1857;3018074;Fontainebleau (Seine-et-Marne);;;;Bibliothécaire du Palais des Tuileries;;;;;;;;;;
PERS0021;ark:/12148/cb12353896s;0000000109189477;LIBR;Antoine;Vitré;;;;;1587?;;;1674/07/10;;;;;;"Imprimeur-libraire ; imprimeur (-libraire ordinaire) du Roi (, de la Reine régente mère de Sa Majesté, pour les langues orientales (ou : ès langues orientales)) (1630) ; imprimeur du clergé de France (1635). - Fils du libraire parisien Pierre Vitré. Probablement reçu en 1609, il travaille d'abord avec sa mère, veuve de Pierre Vitré. Membre de la Compagnie des usages. Publie en 1628-1645 une Bible polyglotte en sept langues (10 vol. in-fol.). Imprime des ouvrages en langues orientales pour les missions soutenues par le cardinal de Richelieu, ainsi que de nombreux ouvrages jansénistes. Emprisonné en 1645 pour avoir imprimé les œuvres de l'abbé de Saint-Cyran. Élu syndic de la communauté des libraires et imprimeurs de Paris en 1639, il est à nouveau nommé dans ces fonctions en oct. 1643 par le Conseil d'État pour faire observer les règlements de la profession. À la demande de Richelieu, il achète aux héritiers de François Savary de Brèves des poinçons et des matrices de caractères orientaux. Élu consul en 1664. Dit âgé de 81 ans en août 1668, à l'occasion d'une consultation sur l'usage de la levure de bière. Décédé à Paris en juillet 1674. Lambert Roulland continue à publier sous son adresse jusqu'en 1679 environ. Également auteur de divers mémoires et d'un ouvrage sur l'aumône";;;;;;;;;;
PERS0051;ark:/12148/cb122311227;;AUT;Jean;Wapy;;;;;15..;;;1631?;;;;;;"Autre(s) graphie(s) : Wapi. - Imprimeur ; imprimeur de (l'illustrissime et révérendissime prince) monseigneur l'évêque (et) comte de Verdun. - Natif et bourgeois de Verdun. Conseiller de la ville de Verdun (1600). Auteur de manuels de rhétorique qu'il publie lui-même à partir de 1625. En 1630, cède son imprimerie à son cousin Nicolas Jacquet qui continue à publier sous le nom de Wapy jusqu'en 1643 au moins";;;;;;;;;;
PERS0024;ark:/12148/cb149663970;;EDIT;Hermann;Weyer;;;;;15..;;;16..;;;;;;Actif à Cobourg de 1600 à 1620;;;;;;;;;;
PERS0414;ark:/12148/cb118876925;0000000122831620;AUT;Thérèse d'Avila;;;;;;1515/03/28;3129136;Avila, Espagne;1582/10/04;3130706;Alba de Tormes, Espagne;;;;Réformatrice du Carmel. - Béatifiée en 1614, canonisée en 1622. - Docteur de l'Église (1970);;;;;;;;;;
PERS0416;ark:/12148/cb13298639d;;AUT;Vincent de Rouen;;;;;;;;;;;;;;;;;;;;;;;;;
PERS0417;ark:/12148/cb12375358r;0000000038561162;EDIT;Cyprien de la Nativité de la Vierge;;;;;;1605/11/26;2988507;Paris;1680/09/16;2988507;Paris;;;;Traduisit du latin et de l'espagnol en français|Officier des finances royales, puis carme déchaux (profès en 1633);;;;;;;;;;
PERS0424;ark:/12148/cb14031584t;0000000122940712;LIBR;Desclée de Brouwer;;;;;;1877;;;;;;;;;Editions fondées à Bruges en 1877 par Henri Desclée, industriel belge, et Alphonse de Brouwer, propriétaire d'une mégisserie. - Les éditions s'installent à Paris au début des années trente, tout en conservant des bureaux en Belgique. - Rachetées par le Groupe des Publications de la Vie catholique en 1982;;;;;;;;;;
PERS0457;ark:/12148/cb11887555p;0000000121030100;AUT;Sénèque;;;;;;-4;2519240;Cordoue (Espagne);;3169070;Rome;;;;Philosophe stoïcien. - Auteur de tragédies. - Fils de : Sénèque le rhéteur (0060 av. J.-C.?-0039?);;;;;;;;;;
PERS0467;ark:/12148/cb14499219d;000000007728855X;AUT;Léon de Saint-Jean;;;;;;1600/07/09;2983990;Rennes (Ille-et-Vilaine);1671/12/30;2988507;Paris (France);;;;"Carme. - Théologien, philosophe et prédicateur. - Prieur du couvent d'Angers, puis du couvent du Saint-Sacrement à Paris. - Provincial de Touraine (1635-1638 ; 1644-1647). - Prédicateur ordinaire du roi. - A aussi écrit sous les pseudonymes Noël François, Du Tertre et François Irénée";;;;;;;;;;
PERS0480;ark:/12148/cb12268028b;0000000083440781;AUT;Jacques;Du Bosc;;;;;160.;;;1664?;;;;;;Cordelier. - Auteur d'ouvrages de piété et d'ouvrages contre les jansénistes;;;;;;;;;;
PERS0481;ark:/12148/cb16949806t;;LIBR;Veuve de Charles I;Chastelain;;;;;1586/10/08;;;1648/04;;;;;;"Nom patronymique : Marie de La Nouë. - Libraire-relieur. - Fille de l'imprimeur-libraire parisien Guillaume de La Nouë. Épouse en 1602 (contrat du 2 sept. 1601) le libraire-relieur parisien Charles I Chastelain. Lui succède à son décès en mars 1618. Sépulture le 3 avril 1648 à Paris. Mère des libraires parisiens Martin, Charles II et Mathurin Chastelain ; belle-mère du libraire Philibert Charpentier";;;;;;;;;;
PERS0482;ark:/12148/cb13748499j;0000000110238803;LIBR;Charles II;Chastelain;;;;;1610/03/23;;;165.?;;;;;;Autre(s) graphie(s) : Chastellain, Carolus. - Imprimeur-libraire. - Fils du libraire parisien Charles I Chastelain. Gendre du libraire Robert Fouet. Reçu maître le 9 août 1628. Rachète en oct. 1642 le fonds de son défunt beau-père R. Fouet, et succède en 1643 à celui de sa mère Marie de La Nouë, veuve de Charles I Chastelain. Publie en 1646 un catalogue de sa librairie. Encore en activité en 1650;;;;;;;;;;
PERS0483;ark:/12148/cb12357217z;0000000001965841;LIBR;Veuve de Théodore;Pépingué;;;;;16..?;;;1660/06/05;;;;;;Nom patronymique : Marie L'Écuyer (ou : Lescuyer). - Imprimeur-libraire. - Succède à son mari, l'imprimeur-libraire parisien Théodore Pépingué, inhumé le 6 fév. 1648. Publie de nombreuses mazarinades pendant la Fronde. Cède l'affaire à son fils Edme Pépingué dès 1652 mais continue à publier en association jusqu'en 1658 au moins. Décédée à Paris en juin 1660|Travaille en association avec son gendre Étienne Maucroy;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PERS0484;ark:/12148/cb125637188;0000000139775338;LIBR;Mathieu II;Guillemot;;;;;15..;;;1652/11;;;;;;"Variante(s) de prénom : Matthaeus. - Libraire. - Fils du libraire parisien Mathieu I Guillemot. Gendre en premières noces de l'imprimeur-libraire et relieur David Douceur (déc. 1614) ; qualifié de libraire dès cette date. En 1628, un arrêt du prévôt de Paris l'oblige à quitter le Pont-Neuf où il étalait ses livres ; doit réintégrer le périmètre de l'Université. Rachète en 1635 la succession de Samuel Thiboust, feu son beau-frère et associé. Syndic de la communauté des libraires et imprimeurs de Paris en 1649-1650. Le 7 janv. 1650, 60 libraires étalants du Pont-Neuf et du quai des Augustins tentent d'enfoncer la porte de sa maison ; le lieutenant civil du Châtelet doit intervenir. Le 2 sept. 1650 une quinzaine d'étalants du même quartier s'attaquent à nouveau à sa maison et tirent des coups de feu sur ses fenêtres. Mathieu II Guillemot aurait même été victime d'une tentative d'assassinat par Étienne Mirault, libraire, en 1650. Inventaire après décès 13 nov. 1652|A travaillé en association avec sa mère, veuve de Mathieu I Guillemot, et son beau-frère, Samuel Thiboust";;;;;;;;;;
PERS0485;ark:/12148/cb11897316f;0000000120986231;AUT;Guillaume;Colletet;;;;;1596/03/12;2988507;Paris;1659/02/11;2988507;Paris;;;;Poète et auteur dramatique. - Également auteur de vies de poètes et d'écrits didactiques. - Membre de l'Académie française (admis en 1634). - Père de : Colletet, François (1628-1680?). - Bibliophile;;;;;;;;;;
PERS0486;ark:/12148/cb12229613c;000000007139604X;LIBR;Barthélemy;Honorat;;;;;155.;;;1589;;;;;;"Autre(s) graphie(s) : Honorati ; Honoratus. - Libraire. - Neveu et successeur à Lyon de Sébastien Honorat ; émancipé en mai 1571. D'origine florentine, il est naturalisé français en nov. 1577";;;;;;;;;;
PERS0487;;;LIBR;Étienne;Michel;;;;;;;;;;;;;;;;;;;;;;;;
PERS0488;;;LIBR;Pierre;Valeray;;;;;;;;;;;;;;;;;;;;;;;;
PERS0489;ark:/12148/cb17834575c;0000000477826791;LIBR;Benjamin;Duprat;;;;;1802/06/14;2988507;Paris (France);1864/09/27;2988507;Paris (France);;;;"Libraire-éditeur ; commissionnaire en librairie ; libraire de la Société asiatique de Londres (1841) ; libraire de l'Institut de France (1845) ; libraire de la Bibliothèque royale (1845), puis nationale (1848). - Natif de Paris, fils de Jean-Baptiste-Michel Duprat. Se forme chez le libraire parisien Louis-Théophile Barrois (1780-1851) à partir de 1820 environ et exerce dès 1830 en tant qu'associé de ce dernier, exerçant sous la raison ""Librairie ancienne et moderne de Théoph. Barrois et Benj. Duprat"". Breveté libraire à Paris le 15 juin 1837 en succession de L.-T. Barrois. Dès 1841, il qualifie son établissement de ""librairie orientale"". Déclare pratiquer aussi la commission pour l'Angleterre et l'Italie. Décédé à Paris en sept. 1864. Sa veuve, née (Marie-) Élisabeth Hamilton, est brevetée en sa succession le 19 nov. 1864 et exercera jusqu'en avril 1867";;;;;;;;;;
PERS0490;ark:/12148/cb13474665x;0000000111037640;EDIT;Armand-Prosper;Faugère;;;;;1810/02/10;3033391;Bergerac (Dordogne);1887/03/17;2988507;Paris (France);;;;Littérateur et historien. - Rédacteur. - Fut sous-directeur du Cabinet des relations extérieures au Ministère des affaires étrangères;;;;;;;;;;
PERS0491;ark:/12148/cb12422113n;0000000110231345;EDIT;Augustin;Gazier;;;;;1844/08/29;2988507;Paris;1922/03/21;2988507;Paris;;;;A aussi écrit en latin|Linguiste et historien. - Maître de conférences en littérature française à la Faculté des lettres de la Sorbonne (à partir de 1880). - Président de la Société des amis de Port-Royal et éditeur des oeuvres des jansénistes. - Agrégé de grammaire (1868). - Docteur ès lettres (1875);;;;;;;;;;
PERS0492;ark:/12148/cb135687623;0000000118744030;LIBR;Denis II;Thierry;;;;;16..;;;1712/11/12;;;;;;"Variante(s) de prénom : Denys. - Imprimeur-libraire ; imprimeur-libraire ordinaire de l'ordre de Saint-François ; imprimeur-libraire (ordinaire) de la police. - Fils et successeur de l'imprimeur-libraire parisien Denis I Thierry. Reçu maître le 10 oct. 1652. Également fondeur de caractères. Élu consul en 1676, juge consul en 1689. Publie notamment le ""Grand Dictionnaire"" de Louis Moreri en 1699. En 1712 Jacques Collombat rachète sa fonderie. Décédé en nov. 1712. Sa veuve, Élisabeth Ragain (ou : Raguin), lui succède";;;;;;;;;;
